Date;Value
06/13/1984;232.4
06/14/1984;231.65
06/15/1984;233
06/18/1984;233.45
06/19/1984;232.95
06/20/1984;234.55
06/21/1984;234.85
06/22/1984;235.95
06/25/1984;237.95
06/26/1984;237.08
06/27/1984;238
06/28/1984;237.3
06/29/1984;237.3
07/02/1984;238.5
07/03/1984;239.63
07/05/1984;240.35
07/06/1984;241.25
07/09/1984;242.63
07/10/1984;241.45
07/11/1984;242.1
07/12/1984;242.68
07/13/1984;241.45
07/16/1984;240.7
07/17/1984;242.35
07/18/1984;243.85
07/19/1984;243.15
07/20/1984;245.2
07/23/1984;246.95
07/24/1984;246.18
07/25/1984;245.6
07/26/1984;243.65
07/27/1984;245.4
07/30/1984;246.05
07/31/1984;245.3
08/01/1984;245.75
08/02/1984;245.42
08/03/1984;241.8
08/06/1984;243.15
08/07/1984;244.5
08/08/1984;243.1
08/09/1984;243.35
08/10/1984;242.5
08/13/1984;244.08
08/14/1984;241.7
08/15/1984;241.9
08/16/1984;240.8
08/17/1984;241.1
08/20/1984;241.05
08/21/1984;242.15
08/22/1984;241.3
08/23/1984;240.6
08/24/1984;241.2
08/27/1984;241.6
08/28/1984;241.2
08/29/1984;240.6
08/30/1984;241.25
08/31/1984;241.9
09/04/1984;243.75
09/05/1984;244.7
09/06/1984;244.1
09/07/1984;245.8
09/10/1984;245.6
09/11/1984;245.55
09/12/1984;244.95
09/13/1984;245.8
09/14/1984;245.65
09/17/1984;247.2
09/18/1984;246.18
09/19/1984;245.75
09/20/1984;246.9
09/21/1984;244.4
09/24/1984;244.2
09/25/1984;246
09/26/1984;245.15
09/27/1984;245.1
09/28/1984;246.9
10/01/1984;246.4
10/02/1984;246
10/03/1984;245.75
10/04/1984;246.2
10/05/1984;246.95
10/09/1984;247.6
10/10/1984;247.05
10/11/1984;248
10/12/1984;248.1
10/15/1984;248.8
10/16/1984;248.98
10/17/1984;249.1
10/18/1984;248.9
10/19/1984;247.25
10/22/1984;247.3
10/23/1984;244.6
10/24/1984;244.12
10/25/1984;244.05
10/26/1984;245.5
10/29/1984;246.65
10/30/1984;245.6
10/31/1984;245.7
11/01/1984;244.3
11/02/1984;242
11/05/1984;242.05
11/07/1984;240.8
11/08/1984;240.95
11/09/1984;241
11/13/1984;240.45
11/14/1984;242.45
11/15/1984;242.5
11/16/1984;242.8
11/19/1984;243.65
11/20/1984;244.8
11/21/1984;245.53
11/23/1984;245.4
11/26/1984;246.15
11/27/1984;245.4
11/28/1984;245.45
11/29/1984;245.8
11/30/1984;247.5
12/03/1984;248.2
12/04/1984;246.45
12/05/1984;246.8
12/06/1984;246.55
12/07/1984;247.4
12/10/1984;246.82
12/11/1984;247
12/12/1984;247.25
12/13/1984;247.55
12/14/1984;247.75
12/17/1984;247.55
12/18/1984;246.75
12/19/1984;247.76
12/20/1984;248.1
12/21/1984;247.95
12/24/1984;248.1
12/26/1984;249.05
12/27/1984;250.2
12/28/1984;250.45
12/31/1984;251.6
01/02/1985;251.8
01/03/1985;252.45
01/04/1985;253.2
01/07/1985;255.95
01/08/1985;253.75
01/09/1985;255.1
01/10/1985;253.7
01/11/1985;253.83
01/14/1985;255.4
01/15/1985;254.7
01/16/1985;254.95
01/17/1985;254.55
01/18/1985;254.58
01/22/1985;254
01/23/1985;254.4
01/24/1985;253.7
01/25/1985;253.95
01/28/1985;254.18
01/29/1985;254.35
01/30/1985;254.5
01/31/1985;254.8
02/01/1985;256.75
02/04/1985;259.42
02/05/1985;259.7
02/06/1985;259.53
02/07/1985;260.65
02/08/1985;260.7
02/11/1985;261.65
02/13/1985;262.8
02/14/1985;260.5
02/15/1985;257.85
02/19/1985;260.7
02/20/1985;261.3
02/21/1985;261.8
02/22/1985;262.8
02/25/1985;262.65
02/26/1985;261.05
02/27/1985;259.3
02/28/1985;259.45
03/01/1985;260.35
03/04/1985;260.1
03/05/1985;261
03/06/1985;261.2
03/07/1985;261
03/08/1985;261.63
03/11/1985;259.25
03/12/1985;260.1
03/13/1985;260.25
03/14/1985;260.55
03/15/1985;260.55
03/18/1985;259.9
03/19/1985;256.3
03/20/1985;256.4
03/21/1985;254.1
03/22/1985;255.65
03/25/1985;256.65
03/26/1985;255.4
03/27/1985;251.95
03/28/1985;253
03/29/1985;251
04/01/1985;252.45
04/02/1985;254.3
04/03/1985;253.15
04/04/1985;254.5
04/05/1985;254.85
04/08/1985;255.5
04/09/1985;254.9
04/10/1985;254.25
04/11/1985;251.7
04/12/1985;251.35
04/15/1985;249.95
04/16/1985;249.55
04/17/1985;249.55
04/18/1985;247.6
04/19/1985;247.4
04/22/1985;248.8
04/23/1985;250
04/24/1985;251.3
04/25/1985;252.35
04/26/1985;252.95
04/29/1985;252.7
04/30/1985;251.5
05/01/1985;252.75
05/02/1985;252.95
05/03/1985;253.85
05/06/1985;254.55
05/07/1985;252.9
05/08/1985;253.75
05/09/1985;251.55
05/10/1985;252.4
05/13/1985;251.35
05/14/1985;249.6
05/15/1985;251
05/16/1985;251.5
05/17/1985;250.7
05/20/1985;249.65
05/21/1985;250.25
05/22/1985;250.75
05/23/1985;251.3
05/24/1985;251.1
05/28/1985;251.6
05/29/1985;251.75
05/30/1985;251.6
05/31/1985;251.2
06/03/1985;248.6
06/04/1985;249.1
06/05/1985;249.45
06/06/1985;247.7
06/07/1985;249.55
06/10/1985;250
06/11/1985;249.9
06/12/1985;249.85
06/13/1985;249.8
06/14/1985;248.75
06/17/1985;248.7
06/18/1985;247.55
06/19/1985;247.7
06/20/1985;248.35
06/21/1985;248.15
06/24/1985;248.8
06/25/1985;249
06/26/1985;248.45
06/27/1985;249
06/28/1985;248.4
07/01/1985;247.95
07/02/1985;248.35
07/03/1985;248.05
07/05/1985;247
07/08/1985;246.05
07/09/1985;244.25
07/10/1985;243.45
07/11/1985;243
07/12/1985;240.95
07/15/1985;237.65
07/16/1985;237.9
07/17/1985;236.5
07/18/1985;238.2
07/19/1985;238.75
07/22/1985;240.05
07/23/1985;238
07/24/1985;239.75
07/25/1985;238.9
07/26/1985;239.25
07/29/1985;237.15
07/30/1985;237.4
07/31/1985;236.45
08/01/1985;237.65
08/02/1985;237.45
08/05/1985;237.5
08/06/1985;238.45
08/07/1985;238.4
08/08/1985;238.5
08/09/1985;238.55
08/12/1985;237.3
08/13/1985;237.35
08/14/1985;238
08/15/1985;237.15
08/16/1985;236.85
08/19/1985;236.85
08/20/1985;237.4
08/21/1985;237
08/22/1985;235.85
08/23/1985;236.5
08/26/1985;236.89
08/27/1985;237.38
08/28/1985;237
08/29/1985;237.12
08/30/1985;239
09/03/1985;239.5
09/04/1985;239.6
09/05/1985;239.95
09/06/1985;243.6
09/09/1985;243.45
09/10/1985;242.75
09/11/1985;243.55
09/12/1985;243.2
09/13/1985;242
09/16/1985;241.35
09/17/1985;241.7
09/18/1985;242.25
09/19/1985;242.05
09/20/1985;240.1
09/23/1985;231.9
09/24/1985;229.8
09/25/1985;226.9
09/26/1985;220.3
09/27/1985;220.1
09/30/1985;216.5
10/01/1985;215
10/02/1985;214.1
10/03/1985;212.79
10/04/1985;213.45
10/07/1985;215.45
10/08/1985;216
10/09/1985;214.8
10/10/1985;215.4
10/11/1985;214.65
10/15/1985;215.45
10/16/1985;217.3
10/17/1985;215.15
10/18/1985;215.15
10/21/1985;215.7
10/22/1985;216.1
10/23/1985;215.9
10/24/1985;216.7
10/25/1985;214.9
10/28/1985;213.5
10/29/1985;212.43
10/30/1985;211.5
10/31/1985;211.55
11/01/1985;209
11/04/1985;207.9
11/05/1985;208
11/06/1985;205.25
11/07/1985;205.6
11/08/1985;205.85
11/12/1985;205.85
11/13/1985;204
11/14/1985;203.35
11/15/1985;204.3
11/18/1985;203.45
11/19/1985;203
11/20/1985;203.45
11/21/1985;202.1
11/22/1985;201.35
11/25/1985;200.8
11/26/1985;201
11/27/1985;201.05
11/29/1985;202.1
12/02/1985;204.03
12/03/1985;204.75
12/04/1985;202.65
12/05/1985;203
12/06/1985;203.4
12/09/1985;203.5
12/10/1985;203.6
12/11/1985;203.9
12/12/1985;202.05
12/13/1985;202.8
12/16/1985;202.6
12/17/1985;201.95
12/18/1985;203.15
12/19/1985;202.97
12/20/1985;202.7
12/23/1985;202.45
12/24/1985;202.75
12/26/1985;202.8
12/27/1985;202.2
12/30/1985;201.05
12/31/1985;200.25
01/02/1986;199.15
01/03/1986;202.53
01/06/1986;201.9
01/07/1986;201.7
01/08/1986;202.1
01/09/1986;202.1
01/10/1986;202.35
01/13/1986;202.7
01/14/1986;202.6
01/15/1986;202.5
01/16/1986;202.55
01/17/1986;202.52
01/21/1986;202.35
01/22/1986;201.7
01/23/1986;202.05
01/24/1986;196.05
01/27/1986;195.75
01/28/1986;195.65
01/29/1986;194.1
01/30/1986;193.05
01/31/1986;192.3
02/03/1986;191.55
02/04/1986;192.05
02/05/1986;190.65
02/06/1986;190.48
02/07/1986;191.35
02/10/1986;188.15
02/11/1986;187.45
02/12/1986;186.72
02/13/1986;182.3
02/14/1986;182
02/18/1986;181.05
02/19/1986;179.4
02/20/1986;181.1
02/21/1986;182.98
02/24/1986;182.15
02/25/1986;180.95
02/26/1986;181.15
02/27/1986;180.15
02/28/1986;180.55
03/03/1986;179.65
03/04/1986;179
03/05/1986;181.45
03/06/1986;179.3
03/07/1986;179.45
03/10/1986;180.7
03/11/1986;179.9
03/12/1986;180.2
03/13/1986;179.9
03/14/1986;177.15
03/17/1986;175.73
03/18/1986;175
03/19/1986;177.1
03/20/1986;176.37
03/21/1986;175.8
03/24/1986;178.9
03/25/1986;180.2
03/26/1986;179.8
03/27/1986;179.52
03/28/1986;179.85
03/31/1986;177.6
04/01/1986;178.15
04/02/1986;179.5
04/03/1986;179.9
04/04/1986;180.35
04/07/1986;182.85
04/08/1986;180.05
04/09/1986;180.05
04/10/1986;178.8
04/11/1986;178.35
04/14/1986;179.12
04/15/1986;178.25
04/16/1986;176.5
04/17/1986;175.15
04/18/1986;173.8
04/21/1986;172
04/22/1986;170.15
04/23/1986;169.35
04/24/1986;169
04/25/1986;168.1
04/28/1986;167.15
04/29/1986;167.85
04/30/1986;167.6
05/01/1986;169.65
05/02/1986;169.9
05/05/1986;165.62
05/06/1986;166.25
05/07/1986;165.1
05/08/1986;163.62
05/09/1986;162.35
05/12/1986;161.15
05/13/1986;163
05/14/1986;163.3
05/15/1986;163.6
05/16/1986;165.4
05/19/1986;168.15
05/20/1986;168.6
05/21/1986;168.77
05/22/1986;169.3
05/23/1986;169.6
05/27/1986;169.2
05/28/1986;169
05/29/1986;171.6
05/30/1986;174.5
06/02/1986;174.9
06/03/1986;171.6
06/04/1986;171.53
06/05/1986;168.9
06/06/1986;167.7
06/09/1986;167.87
06/10/1986;166.9
06/11/1986;166.35
06/12/1986;165.85
06/13/1986;165.25
06/16/1986;165.5
06/17/1986;167.8
06/18/1986;167.65
06/19/1986;166.88
06/20/1986;167.7
06/23/1986;167.9
06/24/1986;166.65
06/25/1986;166.1
06/26/1986;166.1
06/27/1986;165.45
06/30/1986;163.8
07/01/1986;162.7
07/02/1986;163.35
07/03/1986;161.4
07/07/1986;160.7
07/08/1986;161
07/09/1986;161.08
07/10/1986;160.5
07/11/1986;161.35
07/14/1986;160.25
07/15/1986;159.5
07/16/1986;158.4
07/17/1986;157.35
07/18/1986;156.45
07/21/1986;155.05
07/22/1986;156.8
07/23/1986;157.45
07/24/1986;156.7
07/25/1986;157.7
07/28/1986;155.95
07/29/1986;155.7
07/30/1986;156.1
07/31/1986;153.85
08/01/1986;153.85
08/04/1986;154
08/05/1986;154.95
08/06/1986;154.4
08/07/1986;153.8
08/08/1986;154.15
08/11/1986;153.77
08/12/1986;154.7
08/13/1986;154.3
08/14/1986;153.73
08/15/1986;154.2
08/18/1986;154.2
08/19/1986;153.5
08/20/1986;153.4
08/21/1986;153.25
08/22/1986;153.45
08/25/1986;153.84
08/26/1986;154.95
08/27/1986;154.68
08/28/1986;156.05
08/29/1986;154.55
09/02/1986;154.25
09/03/1986;154.7
09/04/1986;154.9
09/05/1986;155.4
09/08/1986;156.15
09/09/1986;155.7
09/10/1986;154.8
09/11/1986;156.4
09/12/1986;155.35
09/15/1986;155.18
09/16/1986;156.35
09/17/1986;154.8
09/18/1986;153.65
09/19/1986;152
09/22/1986;153.6
09/23/1986;154.66
09/24/1986;154.57
09/25/1986;154.55
09/26/1986;154.35
09/29/1986;153.65
09/30/1986;154.35
10/01/1986;154.15
10/02/1986;153.92
10/03/1986;154.17
10/06/1986;154.06
10/07/1986;154.07
10/08/1986;154.35
10/09/1986;154.95
10/10/1986;154.45
10/14/1986;153.97
10/15/1986;154.2
10/16/1986;154.2
10/17/1986;154.23
10/20/1986;154.75
10/21/1986;155.16
10/22/1986;155.8
10/23/1986;158.13
10/24/1986;161.35
10/27/1986;160.7
10/28/1986;160.1
10/29/1986;160.5
10/30/1986;161.78
10/31/1986;163.4
11/03/1986;164
11/04/1986;163.92
11/05/1986;164.5
11/06/1986;163.3
11/07/1986;163.2
11/10/1986;162.85
11/12/1986;160.62
11/13/1986;160.9
11/14/1986;161.45
11/17/1986;162.82
11/18/1986;162.8
11/19/1986;162.4
11/20/1986;162.75
11/21/1986;164.05
11/24/1986;164.18
11/25/1986;162.55
11/26/1986;162.95
11/28/1986;162.05
12/01/1986;162.25
12/02/1986;162
12/03/1986;162.26
12/04/1986;162.77
12/05/1986;162.42
12/08/1986;162.4
12/09/1986;162.6
12/10/1986;162.75
12/11/1986;162.7
12/12/1986;163.05
12/15/1986;163.25
12/16/1986;163.95
12/17/1986;163.65
12/18/1986;163
12/19/1986;162.2
12/22/1986;162.75
12/23/1986;162.7
12/24/1986;161.45
12/26/1986;159.75
12/29/1986;159.05
12/30/1986;159.9
12/31/1986;158.3
01/02/1987;158.25
01/05/1987;159.4
01/06/1987;158.78
01/07/1987;158.05
01/08/1987;158.23
01/09/1987;158.2
01/12/1987;156.77
01/13/1987;155.75
01/14/1987;152.8
01/15/1987;153.55
01/16/1987;153.4
01/20/1987;152.68
01/21/1987;153.95
01/22/1987;151.9
01/23/1987;153.08
01/26/1987;152.65
01/27/1987;151.65
01/28/1987;151.75
01/29/1987;152.1
01/30/1987;153.65
02/02/1987;152.57
02/03/1987;152.5
02/04/1987;152.8
02/05/1987;153.63
02/06/1987;154.45
02/09/1987;152.55
02/10/1987;152.4
02/11/1987;153.7
02/12/1987;154.1
02/13/1987;153.7
02/17/1987;153.22
02/18/1987;153.85
02/19/1987;154.13
02/20/1987;153.65
02/23/1987;153.68
02/24/1987;153.78
02/25/1987;153.6
02/26/1987;153.15
02/27/1987;153.27
03/02/1987;153.5
03/03/1987;153.65
03/04/1987;153.71
03/05/1987;153.2
03/06/1987;153.47
03/09/1987;153.8
03/10/1987;153.65
03/11/1987;153.82
03/12/1987;153.63
03/13/1987;152.65
03/16/1987;151.65
03/17/1987;151.95
03/18/1987;151.95
03/19/1987;151.48
03/20/1987;151.7
03/23/1987;150.25
03/24/1987;149.32
03/25/1987;149.15
03/26/1987;149.2
03/27/1987;147.72
03/30/1987;146.4
03/31/1987;145.68
04/01/1987;146.82
04/02/1987;146.5
04/03/1987;146.2
04/06/1987;146.1
04/07/1987;145.35
04/08/1987;146.6
04/09/1987;144.7
04/10/1987;142.55
04/13/1987;142.65
04/14/1987;141.13
04/15/1987;141.75
04/16/1987;143
04/17/1987;143.2
04/20/1987;142.4
04/21/1987;142.35
04/22/1987;142.35
04/23/1987;141.2
04/24/1987;139.75
04/27/1987;138.4
04/28/1987;139.9
04/29/1987;140.2
04/30/1987;140.67
05/01/1987;140.35
05/04/1987;139.1
05/05/1987;138.67
05/06/1987;139.2
05/07/1987;139.4
05/08/1987;139.6
05/11/1987;139.5
05/12/1987;139.6
05/13/1987;139.76
05/14/1987;139.5
05/15/1987;139.8
05/18/1987;139.95
05/19/1987;140
05/20/1987;139.78
05/21/1987;140.45
05/22/1987;140.6
05/26/1987;143.3
05/27/1987;143.52
05/28/1987;143.4
05/29/1987;144.1
06/01/1987;145.45
06/02/1987;142.25
06/03/1987;142.8
06/04/1987;144.3
06/05/1987;143.8
06/08/1987;143.45
06/09/1987;142.5
06/10/1987;142.45
06/11/1987;142.55
06/12/1987;143.85
06/15/1987;144.8
06/16/1987;144.45
06/17/1987;144.65
06/18/1987;144.6
06/19/1987;145.05
06/22/1987;145.9
06/23/1987;146.03
06/24/1987;145.08
06/25/1987;146.33
06/26/1987;146.3
06/29/1987;146.7
06/30/1987;146.8
07/01/1987;146.85
07/02/1987;147.3
07/03/1987;148.82
07/06/1987;149.13
07/07/1987;149.7
07/08/1987;150.57
07/09/1987;149.98
07/10/1987;150.65
07/13/1987;150.98
07/14/1987;151.08
07/15/1987;148.65
07/16/1987;150.55
07/17/1987;152.76
07/20/1987;152.85
07/21/1987;152.66
07/22/1987;152.34
07/23/1987;150.78
07/24/1987;149.95
07/27/1987;150.45
07/28/1987;150.38
07/29/1987;150.78
07/30/1987;149.65
07/31/1987;149.9
08/03/1987;150.5
08/04/1987;152.1
08/05/1987;150.75
08/06/1987;151.45
08/07/1987;151.57
08/10/1987;151.12
08/11/1987;151.77
08/12/1987;151.25
08/13/1987;151.45
08/14/1987;150
08/17/1987;149.92
08/18/1987;146.07
08/19/1987;145.1
08/20/1987;144.15
08/21/1987;142.75
08/24/1987;142
08/25/1987;143.22
08/26/1987;143.05
08/27/1987;142.05
08/28/1987;142
08/31/1987;141.75
09/01/1987;141.83
09/02/1987;141.03
09/03/1987;141.03
09/04/1987;141.75
09/08/1987;141.75
09/09/1987;141.6
09/10/1987;142.57
09/11/1987;142.8
09/14/1987;144.5
09/15/1987;144.05
09/16/1987;144.36
09/17/1987;143.4
09/18/1987;142.67
09/21/1987;143.55
09/22/1987;144.15
09/23/1987;143.9
09/24/1987;143.73
09/25/1987;143.67
09/28/1987;144.07
09/29/1987;146.2
09/30/1987;146.5
10/01/1987;146.9
10/02/1987;146.4
10/05/1987;146.85
10/06/1987;146.71
10/07/1987;145.65
10/08/1987;144.89
10/09/1987;143.85
10/13/1987;143.75
10/14/1987;142.75
10/15/1987;142.15
10/16/1987;142.75
10/19/1987;141.83
10/20/1987;143.9
10/21/1987;144.2
10/22/1987;144.68
10/23/1987;142.85
10/26/1987;142.2
10/27/1987;141.58
10/28/1987;139.18
10/29/1987;138.25
10/30/1987;138.4
11/02/1987;137
11/03/1987;137.38
11/04/1987;137.28
11/05/1987;134.7
11/06/1987;135.4
11/09/1987;134.3
11/10/1987;134.55
11/12/1987;136.45
11/13/1987;135.85
11/16/1987;136.6
11/17/1987;135.72
11/18/1987;135.55
11/19/1987;135.15
11/20/1987;135.45
11/23/1987;134.73
11/24/1987;135.52
11/25/1987;134.8
11/27/1987;133.7
11/30/1987;132.42
12/01/1987;133
12/02/1987;132.7
12/03/1987;132.9
12/04/1987;132.85
12/07/1987;132.8
12/08/1987;132.72
12/09/1987;132.4
12/10/1987;129.4
12/11/1987;128.5
12/14/1987;128.02
12/15/1987;127.6
12/16/1987;127.28
12/17/1987;126.25
12/18/1987;127.1
12/21/1987;127.08
12/22/1987;126.55
12/23/1987;126.75
12/24/1987;126.12
12/28/1987;123.15
12/29/1987;123.5
12/30/1987;123.4
12/31/1987;121.25
01/04/1988;122.7
01/05/1988;126.9
01/06/1988;129.65
01/07/1988;128.58
01/08/1988;129.15
01/11/1988;128.2
01/12/1988;127.38
01/13/1988;126.65
01/14/1988;126.73
01/15/1988;130.5
01/19/1988;128.6
01/20/1988;127.75
01/21/1988;127.2
01/22/1988;127.85
01/25/1988;127.78
01/26/1988;127.88
01/27/1988;127.6
01/28/1988;127.17
01/29/1988;127.75
02/01/1988;129.38
02/02/1988;128.28
02/03/1988;127.9
02/04/1988;128.5
02/05/1988;129.05
02/08/1988;128.6
02/09/1988;129.18
02/10/1988;129.02
02/11/1988;129.14
02/12/1988;131.15
02/16/1988;130.25
02/17/1988;130.3
02/18/1988;130.23
02/19/1988;130.05
02/22/1988;129.28
02/23/1988;128.78
02/24/1988;128.8
02/25/1988;128.8
02/26/1988;128.19
02/29/1988;128.45
03/01/1988;128.27
03/02/1988;129.2
03/03/1988;129.25
03/04/1988;128.75
03/07/1988;128.17
03/08/1988;128.09
03/09/1988;128.02
03/10/1988;128.1
03/11/1988;127.38
03/14/1988;126.92
03/15/1988;127.15
03/16/1988;127.43
03/17/1988;128.65
03/18/1988;128.35
03/21/1988;127.08
03/22/1988;127.12
03/23/1988;126.8
03/24/1988;125.75
03/25/1988;125.35
03/28/1988;124.2
03/29/1988;124.65
03/30/1988;124.84
03/31/1988;124.1
04/01/1988;124
04/04/1988;124.4
04/05/1988;125.18
04/06/1988;125.5
04/07/1988;125.82
04/08/1988;125.55
04/11/1988;126.68
04/12/1988;126.56
04/13/1988;126.33
04/14/1988;123.65
04/15/1988;123.88
04/18/1988;124.06
04/19/1988;124.18
04/20/1988;123.98
04/21/1988;124.15
04/22/1988;124.7
04/25/1988;124.82
04/26/1988;124.79
04/27/1988;125.1
04/28/1988;124.6
04/29/1988;124.92
05/02/1988;124.95
05/03/1988;124.88
05/04/1988;125
05/05/1988;124.65
05/06/1988;124.88
05/09/1988;124.82
05/10/1988;124.44
05/11/1988;124.25
05/12/1988;124.39
05/13/1988;124.68
05/16/1988;124.95
05/17/1988;125.73
05/18/1988;125.4
05/19/1988;124.87
05/20/1988;124.84
05/23/1988;124.55
05/24/1988;124.35
05/25/1988;124.35
05/26/1988;124.44
05/27/1988;125
05/31/1988;125.11
06/01/1988;125.2
06/02/1988;126.55
06/03/1988;125.97
06/06/1988;126.18
06/07/1988;125.72
06/08/1988;125.25
06/09/1988;125.2
06/10/1988;124.92
06/13/1988;125.2
06/14/1988;126.4
06/15/1988;126.27
06/16/1988;125.78
06/17/1988;125.87
06/20/1988;126.25
06/21/1988;126.47
06/22/1988;128.63
06/23/1988;128.67
06/24/1988;130.6
06/27/1988;130.88
06/28/1988;130.95
06/29/1988;133.75
06/30/1988;133.53
07/01/1988;134.1
07/05/1988;134.29
07/06/1988;133.6
07/07/1988;131.77
07/08/1988;133.23
07/11/1988;132.9
07/12/1988;132.63
07/13/1988;132.9
07/14/1988;133.13
07/15/1988;135.3
07/18/1988;134.75
07/19/1988;133.9
07/20/1988;133.18
07/21/1988;132.25
07/22/1988;130.7
07/25/1988;132.1
07/26/1988;132.55
07/27/1988;131.7
07/28/1988;132.4
07/29/1988;133.05
08/01/1988;132.8
08/02/1988;132.92
08/03/1988;132.87
08/04/1988;133.02
08/05/1988;133.68
08/08/1988;133.75
08/09/1988;134.75
08/10/1988;134.45
08/11/1988;133.86
08/12/1988;133.15
08/15/1988;133.25
08/16/1988;132.92
08/17/1988;134.07
08/18/1988;133.35
08/19/1988;133.45
08/22/1988;134.1
08/23/1988;133.85
08/24/1988;134.25
08/25/1988;133.35
08/26/1988;133.66
08/29/1988;134.13
08/30/1988;134.47
08/31/1988;136.52
09/01/1988;136.35
09/02/1988;136.1
09/06/1988;135.3
09/07/1988;133.67
09/08/1988;133.87
09/09/1988;133.62
09/12/1988;133.5
09/13/1988;133.3
09/14/1988;134.6
09/15/1988;133.67
09/16/1988;134.3
09/19/1988;133.55
09/20/1988;133.9
09/21/1988;134.25
09/22/1988;134.63
09/23/1988;134.47
09/26/1988;134.65
09/27/1988;134.45
09/28/1988;134.23
09/29/1988;134.36
09/30/1988;133.9
10/03/1988;133.65
10/04/1988;133.26
10/05/1988;133.5
10/06/1988;133.41
10/07/1988;133.3
10/11/1988;131.07
10/12/1988;128.96
10/13/1988;128.03
10/14/1988;127.15
10/17/1988;127.28
10/18/1988;126.67
10/19/1988;127.3
10/20/1988;127.2
10/21/1988;126.35
10/24/1988;126.83
10/25/1988;126.7
10/26/1988;125.7
10/27/1988;125.9
10/28/1988;125.85
10/31/1988;125.5
11/01/1988;125.3
11/02/1988;124.6
11/03/1988;124.2
11/04/1988;125.32
11/07/1988;124.72
11/08/1988;125.57
11/09/1988;124.25
11/10/1988;123.98
11/14/1988;123.43
11/15/1988;123.42
11/16/1988;122.55
11/17/1988;122.73
11/18/1988;122.65
11/21/1988;121.95
11/22/1988;121.35
11/23/1988;121.3
11/25/1988;121.1
11/28/1988;122.22
11/29/1988;121.5
11/30/1988;121.9
12/01/1988;121.6
12/02/1988;121.47
12/05/1988;121.5
12/06/1988;121.75
12/07/1988;123.5
12/08/1988;122.57
12/09/1988;122.35
12/12/1988;122.85
12/13/1988;123.15
12/14/1988;122.71
12/15/1988;123.37
12/16/1988;124.5
12/19/1988;124.1
12/20/1988;125.1
12/21/1988;124.35
12/22/1988;124.71
12/23/1988;124.85
12/27/1988;124.85
12/28/1988;125.58
12/29/1988;125.85
12/30/1988;125.05
01/03/1989;123.6
01/04/1989;125.05
01/05/1989;125.59
01/06/1989;126.62
01/09/1989;126.45
01/10/1989;126.3
01/11/1989;126.13
01/12/1989;126.17
01/13/1989;126.7
01/17/1989;127.75
01/18/1989;128.5
01/19/1989;129.7
01/20/1989;128.27
01/23/1989;127.8
01/24/1989;127.65
01/25/1989;127.73
01/26/1989;128.15
01/27/1989;129.24
01/30/1989;129.35
01/31/1989;130.5
02/01/1989;129.6
02/02/1989;129.15
02/03/1989;129.65
02/06/1989;129.65
02/07/1989;129.29
02/08/1989;129.6
02/09/1989;128.58
02/10/1989;128.49
02/13/1989;128.4
02/14/1989;126.73
02/15/1989;126.4
02/16/1989;126.32
02/17/1989;125.9
02/21/1989;126.75
02/22/1989;126.58
02/23/1989;126.2
02/24/1989;126.32
02/27/1989;126.53
02/28/1989;126.87
03/01/1989;128.1
03/02/1989;127.88
03/03/1989;127.7
03/06/1989;128.85
03/07/1989;128.74
03/08/1989;128.7
03/09/1989;129.05
03/10/1989;129.5
03/13/1989;129.88
03/14/1989;129.68
03/15/1989;130.6
03/16/1989;131.22
03/17/1989;131.6
03/20/1989;131.7
03/21/1989;131.28
03/22/1989;131.15
03/23/1989;131.2
03/24/1989;131.5
03/27/1989;132.7
03/28/1989;133.08
03/29/1989;132.83
03/30/1989;132.95
03/31/1989;132.77
04/03/1989;132.05
04/04/1989;130.9
04/05/1989;131.8
04/06/1989;131.93
04/07/1989;132.45
04/10/1989;132.63
04/11/1989;132.75
04/12/1989;132.98
04/13/1989;132.2
04/14/1989;132.15
04/17/1989;131.95
04/18/1989;131.52
04/19/1989;132.34
04/20/1989;131.35
04/21/1989;131.45
04/24/1989;131.6
04/25/1989;131.39
04/26/1989;132.25
04/27/1989;132.19
04/28/1989;132.85
05/01/1989;134.07
05/02/1989;133.81
05/03/1989;134.2
05/04/1989;133.95
05/05/1989;134.33
05/08/1989;134.8
05/09/1989;134.83
05/10/1989;134.43
05/11/1989;135.3
05/12/1989;135.95
05/15/1989;137.24
05/16/1989;137.3
05/17/1989;139.25
05/18/1989;138.65
05/19/1989;138.8
05/22/1989;142.05
05/23/1989;142
05/24/1989;142.8
05/25/1989;142
05/26/1989;141.43
05/30/1989;143.48
05/31/1989;142.33
06/01/1989;142.73
06/02/1989;141.75
06/05/1989;141.82
06/06/1989;142.95
06/07/1989;142.5
06/08/1989;143.4
06/09/1989;146.15
06/12/1989;148.8
06/13/1989;149.2
06/14/1989;149.05
06/15/1989;149.62
06/16/1989;145.55
06/19/1989;144.45
06/20/1989;144.07
06/21/1989;143.85
06/22/1989;141.07
06/23/1989;138.5
06/26/1989;140.82
06/27/1989;141.1
06/28/1989;142.8
06/29/1989;143.4
06/30/1989;144
07/03/1989;141.25
07/05/1989;138.9
07/06/1989;139.4
07/07/1989;139.8
07/10/1989;139
07/11/1989;140.3
07/12/1989;139.85
07/13/1989;139.45
07/14/1989;140.5
07/17/1989;141.55
07/18/1989;141.3
07/19/1989;141.95
07/20/1989;141.45
07/21/1989;141.92
07/24/1989;143.18
07/25/1989;142.55
