console,week,sales
WiiU,2017-05-27,1828
WiiU,2017-06-03,1788
WiiU,2017-06-10,1845
WiiU,2017-06-17,1736
WiiU,2017-06-24,1615
WiiU,2017-07-01,1766
WiiU,2017-07-08,1663
WiiU,2017-07-15,1598
WiiU,2017-07-22,1557
WiiU,2017-07-29,1497
WiiU,2017-08-05,1510
WiiU,2017-08-12,1567
WiiU,2017-08-19,1547
WiiU,2017-08-26,1521
WiiU,2017-09-02,1480
WiiU,2017-09-09,1396
WiiU,2017-09-16,1345
WiiU,2017-09-23,1325
WiiU,2017-09-30,1287
WiiU,2017-10-07,1223
WiiU,2017-10-14,1217
WiiU,2017-10-21,1200
WiiU,2017-10-28,1181
WiiU,2017-11-04,1168
WiiU,2017-11-11,1152
WiiU,2017-11-18,1238
WiiU,2017-11-25,1390
WiiU,2017-12-02,1294
WiiU,2017-12-09,1281
WiiU,2017-12-16,1359
WiiU,2017-12-23,1289
WiiU,2017-12-30,560
XS,2020-10-31,0
XS,2020-11-07,0
XS,2020-11-14,1285686
XS,2020-11-21,206872
XS,2020-11-28,199274
XS,2020-12-05,248890
XS,2020-12-12,277213
XS,2020-12-19,308418
XS,2020-12-26,283158
XS,2021-01-02,195957
XS,2021-01-09,89058
XS,2021-01-16,72075
XS,2021-01-23,75160
XS,2021-01-30,79020
XS,2021-02-06,71317
XS,2021-02-13,77195
XS,2021-02-20,72914
XS,2021-02-27,78319
XS,2021-03-06,112147
XS,2021-03-13,115089
XS,2021-03-20,140384
XS,2021-03-27,135809
XS,2021-04-03,112534
XS,2021-04-10,89348
XS,2021-04-17,89451
XS,2021-04-24,87450
XS,2021-05-01,93422
XS,2021-05-08,90840
XS,2021-05-15,91940
XS,2021-05-22,98342
XS,2021-05-29,104018
XS,2021-06-05,115664
XS,2021-06-12,147145
XS,2021-06-19,170546
XS,2021-06-26,158655
XS,2021-07-03,143022
XS,2021-07-10,118812
XS,2021-07-17,115720
XS,2021-07-24,121350
XS,2021-07-31,120118
XS,2021-08-07,119673
XS,2021-08-14,118649
XS,2021-08-21,122511
XS,2021-08-28,124666
XS,2021-09-04,123565
XS,2021-09-11,135669
XS,2021-09-18,138176
XS,2021-09-25,138123
XS,2021-10-02,145472
XS,2021-10-09,138965
XS,2021-10-16,142543
XS,2021-10-23,148001
XS,2021-10-30,162941
XS,2021-11-06,204396
XS,2021-11-13,205358
XS,2021-11-20,244963
XS,2021-11-27,625951
XS,2021-12-04,381661
XS,2021-12-11,377564
XS,2021-12-18,412016
XS,2021-12-25,454633
XS,2022-01-01,219586
XS,2022-01-08,156366
XS,2022-01-15,143441
XS,2022-01-22,141205
XS,2022-01-29,147738
XS,2022-02-05,132367
XS,2022-02-12,129496
XS,2022-02-19,127496
XS,2022-02-26,129490
XS,2022-03-05,128225
XS,2022-03-12,130689
XS,2022-03-19,215088
XS,2022-03-26,204531
XS,2022-04-02,209718
XS,2022-04-09,120506
XS,2022-04-16,118843
XS,2022-04-23,125861
XS,2022-04-30,124796
XS,2022-05-07,112497
XS,2022-05-14,99297
XS,2022-05-21,113937
XS,2022-05-28,116762
XS,2022-06-04,124186
XS,2022-06-11,118525
XS,2022-06-18,121030
XS,2022-06-25,130932
XS,2022-07-02,134912
XS,2022-07-09,125607
XS,2022-07-16,126009
XS,2022-07-23,123954
XS,2022-07-30,139495
XS,2022-08-06,123013
XS,2022-08-13,125946
XS,2022-08-20,136442
XS,2022-08-27,147284
XS,2022-09-03,128008
XS,2022-09-10,123534
XS,2022-09-17,138546
XS,2022-09-24,144494
XS,2022-10-01,158716
XS,2022-10-08,131834
XS,2022-10-15,135603
XS,2022-10-22,138570
XS,2022-10-29,141380
XS,2022-11-05,124823
XS,2022-11-12,130018
XS,2022-11-19,233733
XS,2022-11-26,731818
XS,2022-12-03,365685
XS,2022-12-10,295142
XS,2022-12-17,327340
XS,2022-12-24,417558
XS,2022-12-31,181311
XS,2023-01-07,113785
XS,2023-01-14,99566
XS,2023-01-21,100390
XS,2023-01-28,113136
XS,2023-02-04,121091
XS,2023-02-11,135062
XS,2023-02-18,126273
XS,2023-02-25,116869
XS,2023-03-04,95379
XS,2023-03-11,102247
XS,2023-03-18,99042
XS,2023-03-25,125899
XS,2023-04-01,116907
XS,2023-04-08,88714
XS,2023-04-15,86395
XS,2023-04-22,92865
XS,2023-04-29,103505
XS,2023-05-06,75600
XS,2023-05-13,79428
XS,2023-05-20,83370
XS,2023-05-27,89769
XS,2023-06-03,86735
XS,2023-06-10,117635
XS,2023-06-17,123805
XS,2023-06-24,117071
XS,2023-07-01,103648
XS,2023-07-08,88292
XS,2023-07-15,92902
XS,2023-07-22,90691
XS,2023-07-29,97779
XS,2023-08-05,99854
XS,2023-08-12,102640
XS,2023-08-19,104738
XS,2023-08-26,119777
XS,2023-09-02,146070
XS,2023-09-09,138013
XS,2023-09-16,114535
XS,2023-09-23,125100
XS,2023-09-30,138507
XS,2023-10-07,100893
XS,2023-10-14,99734
XS,2023-10-21,102308
XS,2023-10-28,108484
XS,2023-11-04,124259
XS,2023-11-11,182534
XS,2023-11-18,175191
XS,2023-11-25,546226
XS,2023-12-02,433739
XS,2023-12-09,358139
XS,2023-12-16,389222
XS,2023-12-23,456216
XS,2023-12-30,215246
XS,2024-01-06,94018
XS,2024-01-13,76486
XS,2024-01-20,75326
XS,2024-01-27,78956
XS,2024-02-03,84031
XS,2024-02-10,79991
XS,2024-02-17,80346
XS,2024-02-24,85151
XS,2024-03-02,85406
XS,2024-03-09,79143
XS,2024-03-16,71805
XS,2024-03-23,71997
XS,2024-03-30,69366
XS,2024-04-06,71129
XS,2024-04-13,54366
XS,2024-04-20,54956
XS,2024-04-27,50862
XS,2024-05-04,50106
XS,2024-05-11,54547
XS,2024-05-18,53644
XS,2024-05-25,57545
XS,2024-06-01,59213
XS,2024-06-08,55967
XS,2024-06-15,60318
XS,2024-06-22,62548
XS,2024-06-29,64366
XS,2024-07-06,65963
XS,2024-07-13,74123
XS,2024-07-20,113728
XS,2024-07-27,110020
XS,2024-08-03,103899
XS,2024-08-10,75292
XS,2024-08-17,66537
XS,2024-08-24,64008
XS,2024-08-31,68693
XS,2024-09-07,60880
XS,2024-09-14,58462
XS,2024-09-21,56369
XS,2024-09-28,58020
XS,2024-10-05,60956
XS,2024-10-12,61370
XS,2024-10-19,74275
XS,2024-10-26,83523
XS,2024-11-02,81156
XS,2024-11-09,89201
XS,2024-11-16,114151
XS,2024-11-23,134617
XS,2024-11-30,388249
XS,2024-12-07,254418
XS,2024-12-14,192930
XS,2024-12-21,212231
XS,2024-12-28,185201
NS,2017-03-04,1400822
NS,2017-03-11,229497
NS,2017-03-18,214874
NS,2017-03-25,275888
NS,2017-04-01,213557
NS,2017-04-08,168717
NS,2017-04-15,163227
NS,2017-04-22,157474
NS,2017-04-29,260625
NS,2017-05-06,142147
NS,2017-05-13,115042
NS,2017-05-20,116751
NS,2017-05-27,119909
NS,2017-06-03,115641
NS,2017-06-10,118575
NS,2017-06-17,170869
NS,2017-06-24,127127
NS,2017-07-01,90409
NS,2017-07-08,117283
NS,2017-07-15,123716
NS,2017-07-22,247460
NS,2017-07-29,176896
NS,2017-08-05,150457
NS,2017-08-12,182211
NS,2017-08-19,124422
NS,2017-08-26,173415
NS,2017-09-02,157795
NS,2017-09-09,158306
NS,2017-09-16,159470
NS,2017-09-23,159278
NS,2017-09-30,202859
NS,2017-10-07,159387
NS,2017-10-14,168154
NS,2017-10-21,164314
NS,2017-10-28,309200
NS,2017-11-04,230255
NS,2017-11-11,273438
NS,2017-11-18,344547
NS,2017-11-25,856754
NS,2017-12-02,669083
NS,2017-12-09,816232
NS,2017-12-16,994616
NS,2017-12-23,1165525
NS,2017-12-30,637044
NS,2018-01-06,355902
NS,2018-01-13,208361
NS,2018-01-20,194803
NS,2018-01-27,204441
NS,2018-02-03,201932
NS,2018-02-10,202318
NS,2018-02-17,204686
NS,2018-02-24,197530
NS,2018-03-03,191179
NS,2018-03-10,186598
NS,2018-03-17,197852
NS,2018-03-24,205107
NS,2018-03-31,193094
NS,2018-04-07,168276
NS,2018-04-14,154064
NS,2018-04-21,155969
NS,2018-04-28,157397
NS,2018-05-05,185258
NS,2018-05-12,151692
NS,2018-05-19,159022
NS,2018-05-26,157450
NS,2018-06-02,163712
NS,2018-06-09,184656
NS,2018-06-16,211268
NS,2018-06-23,219684
NS,2018-06-30,210891
NS,2018-07-07,192865
NS,2018-07-14,211124
NS,2018-07-21,210790
NS,2018-07-28,194698
NS,2018-08-04,199434
NS,2018-08-11,191129
NS,2018-08-18,195014
NS,2018-08-25,184594
NS,2018-09-01,182597
NS,2018-09-08,185728
NS,2018-09-15,180977
NS,2018-09-22,187521
NS,2018-09-29,198744
NS,2018-10-06,216818
NS,2018-10-13,208357
NS,2018-10-20,215117
NS,2018-10-27,209671
NS,2018-11-03,231718
NS,2018-11-10,261903
NS,2018-11-17,628055
NS,2018-11-24,1379280
NS,2018-12-01,770844
NS,2018-12-08,1194167
NS,2018-12-15,1302351
NS,2018-12-22,1433755
NS,2018-12-29,778701
NS,2019-01-05,422991
NS,2019-01-12,261313
NS,2019-01-19,239630
NS,2019-01-26,223917
NS,2019-02-02,243086
NS,2019-02-09,246901
NS,2019-02-16,245603
NS,2019-02-23,236788
NS,2019-03-02,256993
NS,2019-03-09,243351
NS,2019-03-16,222088
NS,2019-03-23,219395
NS,2019-03-30,224764
NS,2019-04-06,197196
NS,2019-04-13,210035
NS,2019-04-20,185560
NS,2019-04-27,192442
NS,2019-05-04,192284
NS,2019-05-11,186628
NS,2019-05-18,166937
NS,2019-05-25,174689
NS,2019-06-01,180828
NS,2019-06-08,191428
NS,2019-06-15,209397
NS,2019-06-22,209000
NS,2019-06-29,290267
NS,2019-07-06,245075
NS,2019-07-13,226783
NS,2019-07-20,211210
NS,2019-07-27,201103
NS,2019-08-03,193667
NS,2019-08-10,180518
NS,2019-08-17,186164
NS,2019-08-24,176652
NS,2019-08-31,238915
NS,2019-09-07,253320
NS,2019-09-14,249325
NS,2019-09-21,600282
NS,2019-09-28,472720
NS,2019-10-05,326090
NS,2019-10-12,285064
NS,2019-10-19,299832
NS,2019-10-26,301671
NS,2019-11-02,366383
NS,2019-11-09,399646
NS,2019-11-16,590632
NS,2019-11-23,616220
NS,2019-11-30,1852859
NS,2019-12-07,1182723
NS,2019-12-14,1356224
NS,2019-12-21,1532176
NS,2019-12-28,909543
NS,2020-01-04,454030
NS,2020-01-11,316898
NS,2020-01-18,277562
NS,2020-01-25,248118
NS,2020-02-01,253318
NS,2020-02-08,291948
NS,2020-02-15,268712
NS,2020-02-22,230716
NS,2020-02-29,250221
NS,2020-03-07,282734
NS,2020-03-14,351391
NS,2020-03-21,976393
NS,2020-03-28,763344
NS,2020-04-04,584597
NS,2020-04-11,560432
NS,2020-04-18,484326
NS,2020-04-25,533735
NS,2020-05-02,449662
NS,2020-05-09,405208
NS,2020-05-16,385660
NS,2020-05-23,383758
NS,2020-05-30,428191
NS,2020-06-06,382714
NS,2020-06-13,366514
NS,2020-06-20,375268
NS,2020-06-27,399987
NS,2020-07-04,357202
NS,2020-07-11,365123
NS,2020-07-18,409564
NS,2020-07-25,429963
NS,2020-08-01,348788
NS,2020-08-08,458779
NS,2020-08-15,439993
NS,2020-08-22,380416
NS,2020-08-29,394899
NS,2020-09-05,378301
NS,2020-09-12,409392
NS,2020-09-19,509730
NS,2020-09-26,426477
NS,2020-10-03,432134
NS,2020-10-10,531006
NS,2020-10-17,520049
NS,2020-10-24,501187
NS,2020-10-31,525682
NS,2020-11-07,622938
NS,2020-11-14,644876
NS,2020-11-21,778541
NS,2020-11-28,1682741
NS,2020-12-05,1318788
NS,2020-12-12,1409099
NS,2020-12-19,1495436
NS,2020-12-26,1242994
NS,2021-01-02,741241
NS,2021-01-09,450108
NS,2021-01-16,416858
NS,2021-01-23,339228
NS,2021-01-30,334737
NS,2021-02-06,347452
NS,2021-02-13,475791
NS,2021-02-20,407553
NS,2021-02-27,388905
NS,2021-03-06,407617
NS,2021-03-13,395124
NS,2021-03-20,460678
NS,2021-03-27,739254
NS,2021-04-03,494554
NS,2021-04-10,387651
NS,2021-04-17,382023
NS,2021-04-24,371480
NS,2021-05-01,440075
NS,2021-05-08,319870
NS,2021-05-15,337298
NS,2021-05-22,333230
NS,2021-05-29,302585
NS,2021-06-05,346990
NS,2021-06-12,327865
NS,2021-06-19,328606
NS,2021-06-26,333848
NS,2021-07-03,347340
NS,2021-07-10,325329
NS,2021-07-17,314362
NS,2021-07-24,289834
NS,2021-07-31,278653
NS,2021-08-07,287514
NS,2021-08-14,306933
NS,2021-08-21,288523
NS,2021-08-28,282818
NS,2021-09-04,279585
NS,2021-09-11,288004
NS,2021-09-18,266478
NS,2021-09-25,257141
NS,2021-10-02,246858
NS,2021-10-09,849394
NS,2021-10-16,393194
NS,2021-10-23,472479
NS,2021-10-30,447725
NS,2021-11-06,519664
NS,2021-11-13,543232
NS,2021-11-20,697953
NS,2021-11-27,1412157
NS,2021-12-04,1061744
NS,2021-12-11,1030964
NS,2021-12-18,1040609
NS,2021-12-25,1037024
NS,2022-01-01,577918
NS,2022-01-08,409375
NS,2022-01-15,301187
NS,2022-01-22,276268
NS,2022-01-29,323457
NS,2022-02-05,326396
NS,2022-02-12,412239
NS,2022-02-19,325296
NS,2022-02-26,297295
NS,2022-03-05,332633
NS,2022-03-12,323302
NS,2022-03-19,304910
NS,2022-03-26,309676
NS,2022-04-02,296326
NS,2022-04-09,277639
NS,2022-04-16,259006
NS,2022-04-23,250921
NS,2022-04-30,326487
NS,2022-05-07,246108
NS,2022-05-14,262580
NS,2022-05-21,261898
NS,2022-05-28,262220
NS,2022-06-04,263834
NS,2022-06-11,260736
NS,2022-06-18,255939
NS,2022-06-25,265739
NS,2022-07-02,292729
NS,2022-07-09,244886
NS,2022-07-16,244483
NS,2022-07-23,251422
NS,2022-07-30,257166
NS,2022-08-06,250039
NS,2022-08-13,247920
NS,2022-08-20,226334
NS,2022-08-27,308429
NS,2022-09-03,270839
NS,2022-09-10,376950
NS,2022-09-17,295227
NS,2022-09-24,245663
NS,2022-10-01,234107
NS,2022-10-08,225842
NS,2022-10-15,216229
NS,2022-10-22,238727
NS,2022-10-29,241309
NS,2022-11-05,388406
NS,2022-11-12,421318
NS,2022-11-19,672520
NS,2022-11-26,1264962
NS,2022-12-03,932591
NS,2022-12-10,907694
NS,2022-12-17,923081
NS,2022-12-24,951378
NS,2022-12-31,485446
NS,2023-01-07,377700
NS,2023-01-14,256903
NS,2023-01-21,229840
NS,2023-01-28,247156
NS,2023-02-04,230694
NS,2023-02-11,230826
NS,2023-02-18,220937
NS,2023-02-25,229296
NS,2023-03-04,223978
NS,2023-03-11,215665
NS,2023-03-18,216628
NS,2023-03-25,217454
NS,2023-04-01,230352
NS,2023-04-08,234600
NS,2023-04-15,230753
NS,2023-04-22,235220
NS,2023-04-29,553289
NS,2023-05-06,375119
NS,2023-05-13,410952
NS,2023-05-20,346208
NS,2023-05-27,330800
NS,2023-06-03,289846
NS,2023-06-10,297803
NS,2023-06-17,257599
NS,2023-06-24,284136
NS,2023-07-01,299150
NS,2023-07-08,262175
NS,2023-07-15,232864
NS,2023-07-22,234730
NS,2023-07-29,236952
NS,2023-08-05,261147
NS,2023-08-12,246964
NS,2023-08-19,226867
NS,2023-08-26,226836
NS,2023-09-02,219483
NS,2023-09-09,211831
NS,2023-09-16,196539
NS,2023-09-23,202140
NS,2023-09-30,185099
NS,2023-10-07,255003
NS,2023-10-14,183999
NS,2023-10-21,226018
NS,2023-10-28,228251
NS,2023-11-04,296356
NS,2023-11-11,299217
NS,2023-11-18,325936
NS,2023-11-25,863156
NS,2023-12-02,774855
NS,2023-12-09,706579
NS,2023-12-16,744660
NS,2023-12-23,831143
NS,2023-12-30,445467
NS,2024-01-06,281477
NS,2024-01-13,177380
NS,2024-01-20,165199
NS,2024-01-27,167243
NS,2024-02-03,168546
NS,2024-02-10,182459
NS,2024-02-17,181237
NS,2024-02-24,187412
NS,2024-03-02,196613
NS,2024-03-09,192391
NS,2024-03-16,162064
NS,2024-03-23,179080
NS,2024-03-30,173306
NS,2024-04-06,198447
NS,2024-04-13,189633
NS,2024-04-20,178298
NS,2024-04-27,170466
NS,2024-05-04,155641
NS,2024-05-11,163156
NS,2024-05-18,158391
NS,2024-05-25,168904
NS,2024-06-01,164981
NS,2024-06-08,158470
NS,2024-06-15,141913
NS,2024-06-22,144103
NS,2024-06-29,154781
NS,2024-07-06,166806
NS,2024-07-13,162290
NS,2024-07-20,179898
NS,2024-07-27,171419
NS,2024-08-03,172075
NS,2024-08-10,189579
NS,2024-08-17,164940
NS,2024-08-24,153663
NS,2024-08-31,177725
NS,2024-09-07,166208
NS,2024-09-14,144949
NS,2024-09-21,148975
NS,2024-09-28,198309
NS,2024-10-05,171574
NS,2024-10-12,152781
NS,2024-10-19,165928
NS,2024-10-26,181575
NS,2024-11-02,181573
NS,2024-11-09,237232
NS,2024-11-16,284176
NS,2024-11-23,331525
NS,2024-11-30,808403
NS,2024-12-07,607942
NS,2024-12-14,530484
NS,2024-12-21,609521
NS,2024-12-28,510437
NS,2025-01-04,356101
NS,2025-01-11,166611
NS,2025-01-18,142752
NS,2025-01-25,130277
NS,2025-02-01,124228
NS,2025-02-08,125298
NS,2025-02-15,124794
NS,2025-02-22,127830
NS,2025-03-01,136316
NS,2025-03-08,53393
NS,2025-03-15,41164
NS,2025-03-22,44383
NS,2025-03-29,44591
NS,2025-04-05,50300
PSV,2011-12-17,322488
PSV,2011-12-24,88451
PSV,2011-12-31,48634
PSV,2012-01-07,43162
PSV,2012-01-14,18756
PSV,2012-01-21,15319
PSV,2012-01-28,20618
PSV,2012-02-04,18756
PSV,2012-02-11,15704
PSV,2012-02-18,85252
PSV,2012-02-25,351916
PSV,2012-03-03,111607
PSV,2012-03-10,82053
PSV,2012-03-17,66123
PSV,2012-03-24,57804
PSV,2012-03-31,56951
PSV,2012-04-07,45513
PSV,2012-04-14,42439
PSV,2012-04-21,39922
PSV,2012-04-28,44847
PSV,2012-05-05,40673
PSV,2012-05-12,33981
PSV,2012-05-19,33493
PSV,2012-05-26,33397
PSV,2012-06-02,38000
PSV,2012-06-09,40881
PSV,2012-06-16,66866
PSV,2012-06-23,39397
PSV,2012-06-30,52477
PSV,2012-07-07,37681
PSV,2012-07-14,35966
PSV,2012-07-21,34358
PSV,2012-07-28,33786
PSV,2012-08-04,31735
PSV,2012-08-11,30121
PSV,2012-08-18,32322
PSV,2012-08-25,30550
PSV,2012-09-01,80758
PSV,2012-09-08,35308
PSV,2012-09-15,31298
PSV,2012-09-22,30262
PSV,2012-09-29,40221
PSV,2012-10-06,34032
PSV,2012-10-13,33208
PSV,2012-10-20,34362
PSV,2012-10-27,39290
PSV,2012-11-03,62290
PSV,2012-11-10,61931
PSV,2012-11-17,92502
PSV,2012-11-24,206268
PSV,2012-12-01,113335
PSV,2012-12-08,130675
PSV,2012-12-15,144376
PSV,2012-12-22,165392
PSV,2012-12-29,112712
PSV,2013-01-05,73091
PSV,2013-01-12,36501
PSV,2013-01-19,29827
PSV,2013-01-26,29643
PSV,2013-02-02,30537
PSV,2013-02-09,30663
PSV,2013-02-16,30261
PSV,2013-02-23,34183
PSV,2013-03-02,81939
PSV,2013-03-09,79809
PSV,2013-03-16,53571
PSV,2013-03-23,57235
PSV,2013-03-30,52216
PSV,2013-04-06,37101
PSV,2013-04-13,31334
PSV,2013-04-20,31335
PSV,2013-04-27,35555
PSV,2013-05-04,44052
PSV,2013-05-11,30134
PSV,2013-05-18,27985
PSV,2013-05-25,30927
PSV,2013-06-01,30206
PSV,2013-06-08,26551
PSV,2013-06-15,29894
PSV,2013-06-22,30408
PSV,2013-06-29,53647
PSV,2013-07-06,40380
PSV,2013-07-13,33645
PSV,2013-07-20,31623
PSV,2013-07-27,35483
